Review,Rating
"It have awesome sound quality with deep bass
And also noise cancellation
Faster bluetooth connectivity
Built is stylish and cool and good qquality plastic use
Battery backup is upto 6hr at this price range this is awesome
And the packaging is also good
Overall product is good and interesting
nice experience thanku",5
"These Bluetooth headsets are great in this range for both use on iOS and Android with quick pairing. The sound quality is very good specially for Bass lovers, and are very comfortable as they are light in weight and you get different sized eartips with them to fit properly in your ear.",5
This bt is just wow 😍😍😍....Awesome sound quality....great design😀.built quality is also very good ... I'm fully satisfied with this product....in this price range this bt is perfect masterpiece✨,5
"This is my 3rd Nu Republic head set. They last about a year and a half before you need a new set. They have good sound, quick to recharge and comfortable. The customer service has been very good also. I have owed LG and others over the years and by far Nu Republic is the best bang for the buck. And LG's customer service is no where as good as Nu Republic. I'm a fan.",5
AWESOME HEADSET AND BATTERY PICK UP ALSO AWESOME THANK YOU NU REPUBLIC AND FLIP KART😍AND THE BAD THING IS IT IS NOT SUITABLE FOR PUBG MOBILE 😢,5
"I really like it it has a high battery life and clear and crystal audio I love it so much.
Please purchase it as in this range.",4
Very stylish and awesome neckband in black color and sound quality very amazing and superb. Recommended to all users to try once.,5
Very good quality sound clearness and it's design to good I like this bluetooth. Its easily pair and connect to the bluetooth and it's price too honest.😃,5
"superb neck band ever in my life.
1 - deep bass
2- correct sound saturation
3- excellent vocals
4- good connectivity
5- 8 hours battery life
6- good looking / great quality product


MUST PURCHASE",5
"Product design is good and very durable. The best feature is the sound quality and bass. I just love the sound quality of this earphones. Best neckband earphones for Running and Gyming. Battery backup is awesome it last for 14-15 hrs.Flexible, soft & durable band . You will not feel that you have wear any band. just go for it.",5
"This product is not working good bettery runs only for 4-5 hours at 25% volume, sound quality and bass is very bad like Rs.50 earphones.
And also this does not support left right balance of volume.
Don't buy this.",1
Completely satisfied with this product. Amazing song quality. Balanced at every aspect. It is value for money. Very very comfortable for the users who like chill songs and use for a long time. Battery backup is amazing.,5
"Nice Product Received Under It's price range , It's Build Quality Is Super And Package Quality is Awesome , You can easily Connect to all bluetooth devices, Bass Is Very Super",5
Very good headset on the price poin of 400 very good sound and good bass also but not for gaming if you are buying for gaming don't buy and if you are buying for call purpose definitely you will love it,4
Completely satisfied with a product.Amazing song quality. Balanced at every aspect.it is value for money. Very very comfortable for the users who like chill songs and use for a long time.thanks flipkart,5
The sound quality is best loved it using it for myself i use it for 3-4 hours and battery backup is also good i liked it's design,5
"The performance quality of the product is very good. Sound is loud and clear with decent level of bass and treble. Best is the bluetooth connectivity is firm and consistent unlike many TWS earbuds that I had used. The battery backup is also ok but will come to know better after a months usage. Call quality is also good, the other person can hear clearly. Only the wire seems to be thinner and delicate than expected, hope it was a little thicker.",5
"1. Very impressive in sound
2. Voice clarity fantastic
3. Google and siri voice assistant
4. Good battery backup
5. Flexible design neck band",5
Quality wise not so good enough but sounds good,2
Very nice product sound is awesome build quality is also good got in 2days only. Design is also good. Got in 349 Rupees Only and in this price segment u cannot get better than this one just loved it .,5
Loved the design and sound quality. Bass can be improved a little bit. Overall worth product at best price.,5
Sound quality is awesome especially bass is very good and high design is very sleek and classic and finally the battery backup is very much impressive so give a try,5
Awesome headset . Nu republic has always been known for it's quality offering at a decent price and this product is a good example of it. Bluetooth connectivity range and battery life is very much good. Clear sound and good bass. Best thing is the beautiful build design.,5
The sound quality of product is good and perfectly fit in ear without pain. It is quackly charge and good battery backup.,5
"Sound quality 5out of 5.
Bass quality 5out of 5.
Design is also out of 5 is 5.
Very good battery backup and well designed.
I liked it very much.",5
"Battery backup is good, sound quality is loud, could be better, but at this price it's ok
I recommend to buy this product.",4
It's worth for money. One can go for it.,5
This very good and best product in the market,5
Great product at this price point.best audio quality in this range,5
Super,5
Free Charger and very nice base,5
Good product,3
Surrounding not available bass ok value for money sounds quality is good voice clearty also ok,3
Very nice product value of money. And sound quality is very nice and bass is very good,5
Bluetooth connectivity is poor. Range not upto the mark. Only Body surrounding is supported. Sound quality is Ok. its all plastic made. Light weight. No vibration on call. Overall average product.,3
Good 😁😁😁👍,5
Budget and best Bluetooth 👍 Highly recommended 👍👍👍👍❣️,4
Nice... Value for money........ Very fast delivery📮📮📮📮📮📮📮 thnx ekart for so fast🚴三 delivery,4
Nice,4
Good sound quality,5
"Just an Average product
It's not a waterproof
Automatically disconnected & connected for incoming & outing calls
Sound quality average
Battery backup upto 5 hrs
Design & built quality is not so good just okay product",3
Average,3
Voice quality is okk in this price but battery backup iss super,5
Ok nice,3
It sounds like roadside 50 rupees headphones,1
Nice product,4
Nice 😍,5
Very good product. I fully satisfy with this product. Thanx flipkart for this product,5
"Poor performance,
Good battery
Not for games",2
"Fantastic bluetooth headset.
Bass and sound quality is also good.
Built quality & design so awesome.
Nice connectivity.
Value for money product.",5
"I didn't expect this type of item at this cheap price ....
Sound is awesome and bass vol is good but not as compare to boat but in this price it is very good.",5
Good,5
"Good product
Super",5
Excellent,5
Superb product,5
I like this bluetooth headset very very much it deserve fully 5star because it deserve it,5
Fully mind-blowing product is here in a reasonable price. No issue in quality i like it very much,5
Awesome quality product deserve fully 5star. Fully value of money. I love this product,5
"Really it's sound is ASWM , bass are so deep and loved it it gives clarity sound , connectivity also good",5
"WHO LOOKING AT PRICE SCENERIO

JUST AVOID THIS BECAUSE U DON'T RETURN IT AFTER U RECEIVED DELIVERY

WHY DONT CHOOSE THIS
1.CHEAP QUALITY PLASTIC USED I THINK IN MANDI U WILL GET A BETTER QUALITY PRODUCT AT LOW COST COMPARED TO THIS
2.LOOKS JUST ITZ DAMN CHEAP PRODUCT
3.DONT EXPECT MORE THAN THIS FROM ME.

STILL IF YOU WANT TO TAKE A TRAIL ON THIS.YOUR ARE REALLY A GOD FOR NU REPUBLIC COMPANY.",1
Wrost quality,1
"Best design and build quality.
Good product.
Fine bass and effective price.
Battery backup is powerful",5
Right side bud stoped after 2 days of use,1
Serves the purpose and value for money,5
"I ordered it for my brother it have awesome sound quality
And deep bass and noise cancellation system
The design and build up material quality is very good
It battery 🔋 backup upto 6 hours due to heavy use
Really great product and nice experience",5
Stopped working after a month,1
Best in segment,5
I like this headset very much...,5
Good product 👍 improve quality,4
Nice,5
Sound is very bad...when hearing song on full sound at that time horrible sound and not feel the listening .,1
Good product value for Money,5
Very nice product in this budgut,5
"Not comfortable, also there some echo.
Mic also very bad",2
"Really nice product & battery backup is awesome ... but music Sounds quality not clear
Stereo not working",3
So nice,3
"I really happy with this product

sound quality good

Connecting also good

Value for money 👍👌

Desingn also lightweight nice

Battery back up also good",5
Nice 👌 Good,5
Best in this price range,5
Good for this price range and battery backup is awesome .,5
very good nice product,5
Thanks,5
Nice products,5
Good quality and Super Bass. Loving it,5
Good product you should buy it,5
Best,5
"Really liked the product quality. 3 Eargels, band, USB cable are a delight. At the price point, this is a steal deal. looking to gift more to my family members. You earned a customer 'Nu Republic'.",5
Connectivity poor in little long range. You must put your as close as to the device,3
"Worthless product, not even eligible for this price point.",1
"earphones are really worthy, gives real sound experience",5
Premium quality product is here deserve fully great product. I like this product,5
Overall Good product and nice price,5
"This product is really awesome.
Good one,
Perfect price.
Bluetooth coverage and sound quality is very best",5
"This Bluetooth headset is really awesome.
Quality product at this range,
Must buy this one",5
"It stands on the neck firmly
Sound quality is too good.",5
"Really happy and satisfied with the product
Awesome sound quality and nice bass effects
A value for money product too",5
"Quality product.
Really like it.
Nice sound.
Amazing backup.
worth of money.
Deserve for five star",5
"Fantastic sound quality.Good for base lovers.
And battery backup is around 7-8 hours which is great.loking awesome.",5
"Very comfortable, connects immediately to devices, and the retractable ear buds are tidy.",5
"Quality of this product is really very good.
Design is also very good.
I really like this.
Value for money product.",5
Wonderful 😎,5
"Effective price.
Bass is really awesoem.
Quality product.",5
"Good one.
Sound quality is at best level.
Effective price.",5
"Sound quality of this product is awesome.
Bass is also good
Effective price.",5
The earphones are really awesome,5
Delivers high quality sounds,5
"Battery backup is good , staying for long time and sound quality is awesome, comfortably plugin in to ears ,liked it",5
"good sound system and comfortable on neck ,used for jogging and cycle ,so comfortable and not slipping,",5
"Good sound quality and bass system, staying charged for more hours, good quality",5
Awsome battery backup with nice quality sound and bass. It's durable as well. Go for it.,5
"One of the best quality neckband with high quality sound and bass. Battery backup is just awsome.
Must recommended.",5
"Sound quality of this product is very nice.
Bass is very good.
Bluetooth coverage of this product is one.",5
This was my second purchase from this brand.i bought this for my sister birthday gift.sound bass quality was awesome.quickly connects to any Bluetooth decives.good product at reasonable price,5
Wow! Battry backup amd charging time its really awesome. I using this from last 1 month and i am very satisfied with this Nu Republic X1 neckband.,5
I like this earphone because of the sound quality and the best quality is very nice....,5
Great handset osm sound and quality is just amazing,5
Wowww!! Just awesome! Totally unexpected good quality..Just keep going no two thoughts about purchasing the headphones! only thing I'm waiting is to know it's durability through days to go!,5
"It is very comfortable. Doesn't fall from ear no matter how hard you shake head or dance.
The sound is loud enough. Noise cancellation is awesome. Bass is good. Build quality seems very good it will last long. The magnetic strength is good and holds it secure",5
"I am surprised with this wireless earphone. Bass is awesome, you will really enjoying the music. Sound clarity is decent. Quality is just amazing, specially neckband rubber is very premium quality. Easily foldable in any condition, over all this wireless earphone is wonderful.",5
The bass and sound quality is amazing,5
Nice good product its aa interesting product,5
"Excellent sound quality
Battery backup is also to good
Classy and trendy.",5
Best quality in 375/- Rs,5
"This is good wireless headset in this price range.Its really awesome with decent sound and style.Good battery backup,thank you republic",5
I Recomanded you to purchase these headphones because it sound quality is next level and bass ia very good . Brilient noice cancelation and battery backup totally it is worth it .,5
Good neckband and fully stylish. It's battery backup is also good and easy to use.,5
"High sound, ear drum may damage",4
Simply go for it with no 2nd thought Sound is clear and loudness is enough even in crowded areas. Phone calls are good and no irregularities in voice reception. Battery lasts for over 10 hours for me on constant usage,5
"Design & Finishing Not Satisfying, Doesn't looks like a branded product.
Quality of sound and bass is average",3
Very good product,5
"Awesome quality.
Bass is really good.
Battery backup awesome .
Effective price.",5
Very bad product not buy very bad service ....,2
Very nice headset and price very good performance,5
Good,3
Nice product,5
Sound quality and build quality is very cheap,2
"It's not even stereo
Not fitting in ear properly
Sounds like very cheap earphone..
Not buy it",1
"Don't buy, not good quality, 90mins only talking backup for battery...",1
Battery low,1
"Sound quality is very bad ,, I hate it ,, looking Wise bakwas item",1
Poor quality build quality is poor,1
Worst headset ever left side stopped working after 1 week,1
Good,5
It's very good for sound but Quality just low but overall Good it's praise,4
Nice sound quality. And They look cool!,5
good quality neckband easily fit in my ears without pain you wear this 3 - 4 hours good bass in this nackband that'all.,5
Average,2
Nice product,5
Waste money very bad very poor soung quilty,1
"This is a bad product,plz dont buy this.",1
Super headset😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉,5
Super,5
Poor sound quality..,2
i am so happy,5
"Good product, I like it",4
Value for Money,4
Nice.,5
"Good BT device, sturdy and good size for small n large necks... :-) Sound is also loud n clear.

Would recommend.",4
Faulty product received,1
After 10 days it's not working 😒😒😒😒,1
Battery back up not so good,2
Very good product,5
"Very good bluetooth earphone
With great battery backup
Nice sound quality
With great bass and sound",5
Battery capacity is very low,2
Value for money. But if you will invest some 200 or 250 then you can get much much better product.,4
"Connectivity problem...
Tough to connect
Sound cutting",1
is bad produc..,1
No ok,1
Sound Quality not good charging and battery bake up good,5
Cheap build and delicate,3
Beqar product,1
Excellent headphone... But not for gaming,5
Average,2
Nice,4
Ok,1
Not being one,3
"It's okay product , looks cheap .",3
Sound quality is very bad,1
All damaged piece,1
Mind blowing deal thanks Flipkart,3
So good must buy,5
Nice,5
Good,5
Overall this product is very good,4
Good product,4
This is not use for melodies song,5
Worth for the money spend,4
Good mic but not speaker,5
Bad produt,1
Fantastic products,5
Super Bluetooth,5
It gives hardly 4&1/2 to 5 hours of charging back up on phone calls and it takes 2 hrs for charging it drops directly from 60% to low battery 20% and gets shut down,5
Very good product at this price range,5
Just ok,3
Nice,4
Money waste,2
Very bed this product,1
Not bad,3
Good for budget,5
Nice sounds,5
Nice,5
Fast battery draining when not in use also,1
Superb,5
Nice brand,5
good,5
Sound glitch problem,1
It is a cheap product and this product have some issue very quickly after using one two three month,1
Nice,5
Nice products battery backup fantastic,5
It was a ok product,3
Very nice,5
Osm product in very cheap price.....,4
Not recommended to buy.,2
"The dawn x1 is very unique product as it is the cheapest Branded neckband. Sound quality is good. Build quality is ultimate.The mic quality is also very good.

Verdict:
This is the ultimate value for money 💸 in this price range.",5
Suppar,4
Nice earphones,5
Waste product some one shared 5 star,1
"The product is awesome
Sound quality: Excellent
Battery backup: Excellent",5
"Avarege product
Price to performance
Reting 3/5",3
Good product quality,5
Value of Money 💟👌👍😍,5
Very bad product,1
It's good product in that price segment it also have a good battery backup up to 6-8 hr according to use on the volume. It's good for music lovers & gaming wise. Along you can use it for movies because it battery backup. Hopefully I like that product 😇,5
Good sound quality,5
"Well it worked for a month, but but after a month right side was stopped working I need a replacement please someone say how to get replacement",2
NYC Products,5
Good one,5
"Best headphones
Very good 👌👍
Mast sound and bass 👌",5
Awesome,5
It didn't even start.,1
Never buy this product... It doesnt work in my new realme.8 . And inly supports low end devices with choppy soind not clear .,1
Good,5
Megnet not connected,2
"Don't buy this...
Poor qulity....😡",1
"This blutooth headphone are awsome quality ,nice voice",3
Loved it 😍❤,5
Ok,3
I’m happy with the product. It’s worth for that price. It was awesome.,5
Good product,4
Good product and good battery backup.,4
Good,5
Awsome product sound quality is very good but it's wire have too length,5
Supar product nice performance,5
Nice,5
Good quality... Beat sound,5
Worth for money,5
Very nice,5
Best product,5
This is bad product,1
It's Amazing,5
Good product.,4
Very bad condition,1
Sound quality is ok😍😍exlent product,5
Bluetooth disconnected again and again,2
Super 👌🥰,5
"Not good I am not satisfied this product
It is bad battery backup.. Very very bad battery backup.. I suggest not buy this product.",3
This product is bass low quality,3
Nice product I love this 😍😍,5
It was disconnecting while using and aslo not suitable for gamers,1
After some days in sound quality is soo bad it's not us continuously so don't byy this product,3
Nice,3
Good,4
Worst product charging not working Bluetooth not connected,1
Connecting issue some phones & Sound quality not as i expected & mentioned on Flipkart,2
It's sounds was very bad and battery finished in less time,1
Dawn X1 is not good earphone my earphone dawn X1 is not connect and voice is not clear,1
Very very bad,1
Amazing,5
good sound value for money,4
Superb bass,5
Worst product.... Not at all value for money... My earphone has stopped working..... And I can't fix it anymore.,2
Product is good but betery back up is only for 2 hr,3
Mind-blowing boss,5
It's Good,4
Good for this price range and not for bass lover bass is poor,3
Best quality,5
Good 😌,3
Vry bad,1
Not worth this product,1
"I had ordered product because of less price but don't fall for it.
I got used product,
Headphones is very poor in connectivity,
Kept breaking sound.",1
Its not working Property..,1
"After 2 month , one side is not working.
I want to return it.
Don't buy this product.
Unfortunately, I ordered 2 earphones.
both have same issue.",1
Good,4
Ok to have,3
Super,5
Good,5
"This is a Very Good Products
Betty backup is a Best. 6/7 Hours
Design is a Good
Not vest for money",5
Worst product ever,1
Awsm,5
Good,5
Super,1
Battery backup is not good,1
Good,5
Nice,5
Very gud. Ineed one more,5
Good,5
In one sentence' it's a totally waste of money.,1
Thish product is so poor,1
"This product is very nice bass is also good sound quality is high level .
Buy now fast because in this range this is superb quality value for money battery is to much good thanks you flipkart.",5
Just so so not suitable for music,2
Don't waste your money and time on it 😡,1
Great sound and battery backup also too good.,5
Very good,4
No long use in ear. It will pain,3
Considering to price it is very good,4
Good,5
Battery backup useless.😡😡 useless product😡😡,2
Super quliti,5
Not working this divice for gaming,2
Nice super,5
"Superb sound and bass.
Worth the money. Best earphones at this range. Love it",5
Back side magnet is weak,5
No battery varast 1song play battery drying,2
Not working,1
Money waste.,1
Good product,4
One of the worst earphone i ever had after every call I need to connect again with the phone sound and bass also bad even battery drain within 2hrs and the quality of product is not even upto mark,1
Really awsome product nd the sound quality is awsome as usual with heavy bass.. value for Money... everything is good in the budget.. thank you flipkart!,5
It is very very worst product,1
Nice,4
Good,5
This charge speed down,1
Value of money,4
The Headphone is good But battery 40% are switch off,4
Super,5
Nice product,5
Its ok...,3
6hors battre backap,4
Bad bad,2
"I don't know whether i got a defective piece

Or Flipkart is selling a duplicate product

Or Brand is not good.

The product which i got doesn't connect

After 4-5 attempts it get connected then no sound comes out.",1
"Superb Product
Simply Value for Many 🙌",5
"The product is not even working. Very hard to connect. If connect, their is no sound. Please don't waste your money..",1
Very good sound quality. It is good in low price.,5
Very good,5
It is a best ever piece I got for my ears... Bass is amazing..,5
"Best neckband in this range,. I attend my online classes with this neckband for 6 hours without any issues...😍 battery backup is decent i got battery backup upto 7 hours......loved this product",5
Average sound quality but ok as per price,3
not so good but ok we can use,3
👌👌👌👌👌👌 good product and I am very happy happy,5
Wow nice product,5
Nice product,4
No quality,2
Awesome product,5
👌🏾👌🏾Super exlent quality 🤩🥰,5
Sound quality is not good bass quality is not good,2
Very best neckband for workout I really like this product . Good built quality under this price 👌. This is value for money product or more than it.,4
It is not good,2
Sound quality not good.,1
"I am not satisfied with the product.
Not good battery backup.
Waste of money 💰.",1
It could be better. But in this price segment it is totally acceptable. Go for it,4
Very nice product sound,3
Not good soraund sound no 3d sound effects,2
Worst product one side speaker stopped working just in 15 days & not getting any reply from there customer support 350 rs wasted,1
Very good,5
battery backup is upto 4 hrs only rest things are good,5
after receiving few product is not working.,1
Nice product 👌👌👍,5
Nice,4
"Decent range, battery lasts about 3 hrs. Charges within an hour. Loud disturbing beep when battery level falls low. The volume of the beep is way higher than the volume set for music!",4
The best in d market @ 400 rs decent bass and sound go for it,5
"Waste of money
Very disappointed",1
Nice blutooth,4
Good quality,5
Good,4
Ok product,4
Super,5
Nice ...,5
Nice,4
"Good build quality
Sound is good
Battery backup is awesome
Value for money
Worth buying in this price",4
Bad product because sound problem and bettery backup very low,1
The sound quality is good and build quality is very nice.The bass is also good.Overall it is value for money.,5
Xlent,5
Out of order just after one day of buying,2
👎 use 4 day one side speker fail,1
Waste of money,1
Best quality,4
Good product,5
waste,2
It is good but it decrease suddenly low the batttery back up is good when it is beliw 50%charge it suddenly takes low down,1
Nice product 👌 satisfied 👍,4
Product become damage in 2 month.. after 2 month sound not come from it.,1
Nice product I bought it for 332 rupees as per price it's a value for money item battery is way better then ptron.loved it,5
Pour quality,1
"Very Good and Excellant Bluetooth Headset From Nu Republic Dawn. Excellant Sound, Bass, Battery Backup etc. Worth Every Penny. Thanks Flipkart and Nu Republic Dawn. 🙂😎🥰🤝👍👍",5
"Utter waist of money and time...
Better sound but,
battery backup is extremely poor.
Poor quality meterial.",1
Gud product,3
"Sound Quality including bass is more than sufficient. Quality should be better I believe, but considering the price of rs 349 it is damn good. Last but not the least it is a Nu Republic.",5
Nice,5
Not so good,1
Very poor,1
"1no quality,,,,👍👍👌👌🤩😍😍",5
Good product,5
Happy with this product,5
Wireless range is too poor,3
Voice clarity is not good,3
Sound quality is so bad. Charging capacity only 3hour .,1
Good,5
"Value for money 💰 product
It's all okay",3
Waste of money very worst product.,1
This is very badd items,1
Good headset,5
"Awesome Bluetooth headset at this price range.
Best for those who loves to listen music.
Design-5/5
Bass-5/5
Value for money-5/5

Im giving 4 star just because of exessive bass and lowest treble. During call only bass is available, no treble. And thats why call clearly not soundable.",4
Good product,3
Good product,3
Very nice product ♥️,5
"Nice. ,,😍😍",5
Bluetooth is okay and good but the bass is very low,4
exellent,5
According to price it is okay,3
Value for money 300..,4
Nice one thank you Flipkart,5
Such a good product and battery backup is very good and product is amazing ❤😍,4
Nice,5
Nice products,5
Very bad,1
Really nice and awesome product worth for money😀😁,4
Nice earphone,5
Value for money,4
🔋5hours only,2
Just Bad. Audio sounded to cheap. The earphones looked an sounded like the ones sold in the streets.,1
Product is good but some time it doesn't connect to the phone it's took more time then usually.,3
"Battery backup - Good
Sound Quality - Good
Comfort - Average.
Overall good value for money.",4
Osm product 👍🏻👍🏻👍🏻,4
good,4
This is worst product. I didn't even listen for five minutes. I think they forgot to insert battery.,1
Good product and Good quality and Good battery backup very nice product iam use nice products,5
nice product good working,2
Excellent,5
Very good product. Sound and quality very nice. 😘😘😘,5
Super,4
Bad quality,2
"Worst headset, bad quality sound.",1
"Good quality and very nice battery backup ,,.,.,.,must buy it .. Thanks Flipkart",4
Not best low bass,3
Very nice product i got for Rs. 349 only. Iam very happy to this. tq for Nu Republic Dawn X1 Brand & Flipkart...,5
Nice products,5
Value for money. Satisfactory purchase,4
Sound quality is ok but Bluetooth range is very low....,3
Stopped working for me within a month,4
Good product tnx Filipkart,5
Not working,1
Low Bluetooth range,3
Ok,5
Osm,5
Quality is ok ...as per price..,2
its was quite good according to price range,3
Super battery backup,5
Good product,5
Battery back up is too low,2
Good,5
Average,3
Nice product go ahead,5
Worst product ever.....Flipkart please remove this from app.,1
I'm satisfied with this product. Awesome earphone,5
Not 8d supported,4
"No sound gulity
Bad performance",1
Good,5
Bad quality,1
Cheap quality,2
Waste of money. Not as expected n not as the feed back given for the product..,1
Vocals is bad bass is good,3
Very nice looking so good love you filepcart 😍😍🥰🥰🥰😘😘😘🍾🍾😐😐,5
Good Product for online classes.,4
Very nice product,4
It is good product 🥰,3
Thanks you Flipkart,5
Sound quality is not good,2
Soooo mettaaaas,5
"Prring Probalem & Savuds cat and paley
Paliz beset prodect sell me.",1
very bad product...sound quality is very very bad...not recommended at all!!,1
I love it 💖 really this product was awesome really I like it 😍 thanks to flipkart 🤗🥰❤️💯,5
Good,4
Ok in this price but much be better in this rate,3
Good job,5
Super,5
Good,4
Money waste,2
nallaa product,2
Very poor roduct,1
Very low audio quality,3
Battery Is too bad,3
"Not good quality as a expect
Sound ànd base automatically up and down
And Bluetooth system always reconnect",1
Nice sound,4
Battary backup 3rd classa.,2
Waste,1
Good headset,4
"Awesome sounds quality-very loud,richbass
Good quality build
Every things ok but I don't know why my earphone never so 100% even I took in charging for 3h
But this is not deal breaker
It's is awesome 🤩 at price
It's provide you more than it worth",4
This product is a very good,3
The earphone is start to give kolaru first in left and then in righ. It is not working within my buy of 3 weeks,1
Design very good sound 10/10 and battery 5 hours if you charge this product 2 hours .and one thing more battery down show like 100%90%80%70%60%and then directly 10% at this price awesome product you must buy this product value for money your money not waste.,3
Nice product you must bye this product,5
"Medium quality product
For best sound and best bass",5
Velyu for many,2
Good and sleek stylish headphones.. Need to wait how long it sustains battery could've been better overall its a good one,4
Cheap product!,1
Just for Calling purpose its ok.... But for more Dont buy...,2
Very best for this price range if you are tight on a budget you can buy this if you can increase your budget to 600 so go with the maybe and it's very lightweight you cannot feel its weight,4
"I bought this.

Pros.

Battery backup
Less price
Decent sound
Bass is good

Cons.

Less treble sound

Edit:- Less volume coming in both earphones. Worst don't buy",3
Worst sound clarity,2
Good product in 349,5
Good👍👍👍👍,4
"No mice sistam,only audio farfomence.",1
Nice product 👌👍,4
Product is not working after 3 months.company is big time fraud .not given the warranty claim of the product.,1
Not bass not good sound,2
stop working whithin 8 days,1
It is cost effective purchase,3
"Very cheap product, not buy this",1
Very nice product,5
Worst ever sound quality,1
Super quality and super bass,5
Purchasing after next 2 days not working,1
"Third Class Product .
Poor Sound Quality & Build Quality .
Horrible Product .",1
Nice....?,5
Nice product,4
Just nice,3
Bad,2
Awesome..bass is very good,5
It's good,5
AWESOME PRODUCT IT'S SOUND IS CRYSTAL CLEAR EVERYONE SHOULD BUY IT,5
Good,4
Nice but battery backup is poor,3
Superb,5
Very very bad product don't buy poor sounds quality and connection problem,2
Very very supper,5
This very good product and this seller so good,5
Good,5
waste of money,1
Nice product,5
Bad sound quality,2
Don't buy. Cheep quality,1
Very Nice,5
Good,4
"Ok, good",5
Ok for price.,4
Value for money .😇,4
This product is best ..price this comfortable,5
Very good,4
"Sound quality good, bass Good , Bulid quality Good Battery back up ok",1
It has a good design and good packing,5
It's too good product 🤩🤩🤩😍😍😍,5
Very nice product....fast delivery service.. Thanks...,5
It is amazing must try,5
The sound quality is good for the money. Bass is great. Must buy at this price. You will love it. This product gets me high,5
Nise product....,5
Worst product please don't buy and of very cheap quality,1
Good product value for money,5
Very good product,4
I am really satisfied with this headphone.calling experience is far better.,5
Very good,5
Good,5
Bad product,5
Nice,5
Good,4
Ok but Operator ok,3
Love this product,5
"Value For Money Product
* Not For Pubg User
*Not For Gaming
* Battery Backup / Songs :- 4/5 hours/calls :-4/5 Hr",5
Nice product,5
all okk but battery backup was very dead🙄,3
"Well Designed Quality fits in the Price Range

Bass: Average
Sound Quality: Acceptable
Bluetooth Range: Not as expected

Some Compromised Usage must be suggested.

Calling Quality: Too Bad

Not Suggesting for Calling, But to multi media playback it is enough.",4
Midrange,5
Worst,2
"Don't buy it
I bought it at 375/-
Waste of money",1
"wow I love it
build quality make you say wow
lovely",5
wow nice product.....🤘,3
Didn't expect much more in this price.. but definitely value for money...,4
It's worth every penny I prefer to buy It's awesome and the bass is very high and sound quality is very good according to price,4
Nice,5
Not connected,2
Awesome 👍,5
Good,5
Very good product,5
"SOUND QUALITY SHOULD BE LITTLE MORE IMPROVE,THEN IT IS THE BEST WIRELESS EARPHONE AT THIS PRICE.
ALL OVER GOOD AT THIS PRICE RANGE.",4
Cheap quality product.. within a 2 day one side is not working.. i have returned it..,2
very good,5
Nice product and sound ok,4
Super,4
Zero bass local chinese sound quality,1
Poor,3
Nice,4
Awesome 🔥 product,5
A good product. Sound quality is awesome😍😍,5
parfet Headphone 👌🏻,4
Very bed,5
Average product,3
Awesome headset,5
I am so happy in this product,5
Sound quality & battery backup is awesome in this price. Go for it.,5
"value for money,, not for music,,, use for calling feature...",3
Good,5
Roadside cheap quality product did not last even 2 months. Battery backup was good . Sound and call quality thirdclass,1
Super,5
DON'T waste your money.......the worst product I've ever seen........🤬🤬🤬🤬🤬🤬🤬🤬,1
"Osm product
Best deal",5
"VERY GOOD PRODUCT.👌👌👌
I LOVE IT.😘",5
Son not ecspect a high sound or bass quality from this,3
Sound quality is avg bass is normal but battery backup is fantastic....ovr all in ds price range ds product is jst awsm.,4
Nice,5
Super best quality sound,5
Value for money,4
Nice product,4
"Sound, battery backup everything is perfect. I like it.",5
"Nice design
Nice battery backup
Nice Sound",5
Not Satisfied,1
It is good and awesome Bluetooth headphone in this price range.this good battery backup.sound quality is amazing.but build quality was average.not bad.also control Google assistant.,4
Good product,5
Price wise very good product but the sound was over bassed but the quality is good 👍nice if you want listen music at home or see movies take it for traveling on bike it's not suitable..,3
Receive it today onwards and it's Disconnect or power off continuously I don't know what is the issue but tried many times and it's still not working.,1
"Horrible sound
Zero bass
Zero quality
Zero buildin quality
Road side product is best then this one",1
"Super product, good battery life, fast pairing",5
GOOD PRODUCT,4
This is very good product but Bluetooth connection is very low only strit forwording connecting music also strit forwording coming I'm just turn back music 🎶 breaking💔 waste of money dont buy this,2
Just awasome in that price,5
GOOD bluetooth headset,4
Ok,4
It's normal headphone,3
Didn't like it,2
In this budget i think this is a perfect purchase....would recommend for sure,5
Good koleti,5
Good,4
It was an broken pis,2
Good,4
"Amazing Bluetooth headset by NU REPUBLIC quality, performance and competitive price. This headset performance is at par with renowned brands which is cost almost triple.. Its giving wonderful call quality and I didn't face any call disconnect and discomfort issue. You can easily get 6-7 hours talk time . It get immediately connect to the phone. A decent space between buttons which usually helps a lot in day to day usage.

I recommend this product to everyone who are looking a best Bluetoot...",5
Good product,4
Worth the money,4
"Value for Money, worthy product for the Price tag!!
Great Battery backup.",5
Connectivity loses...it's not connected with phone,1
Very very bad... headphone is not working under 15 day...its a wrost product,1
it's realy waste of money product..please dont buy this..sound is verrh poor,1
"Battery back up is poor. When fully charged
for two hours and used for continuously for
two hours it shows battery strength as 80
percent and again used for one hour it
showed battery strength as 60
Percent and then on third day before using
it was showing battery strength as 60 percent
and while in use for only 45 minutes it collapsed and had to put for recharging.
So in actual the battery could not maintain
the back up for even 4 hour, while the web
written specification are of 8 hours. ...",3
